Gene,Cell,Psychiatry,Method,Nsnp,OR,Pvalue,Q_Pvalue(MREgger),Q_Pvalue(IVW),Pvalue(Intercept),PPH4
PUS7L,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.15E-02,0.422530921,NA,NA,NA
LINC01088,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.15E-02,0.000323172,NA,NA,NA
DAB2,Stem-cell-iPSC,BP,sQTL,Inverse variance weighted,7.389,1.15E-02,0.087702651,NA,0.26560085,NA
SORCS2,Stem-cell-iPSC,BP,sQTL,Inverse variance weighted,7.389,1.15E-02,0.356159479,NA,0.918940444,NA
CSMD3,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.16E-02,0.678407819,NA,NA,NA
NRSN1,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.16E-02,0.787811341,NA,NA,NA
CLIC5,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.17E-02,0.991512451,NA,NA,NA
IMMP2L,Stem-cell-iPSC,BP,sQTL,Inverse variance weighted,7.389,1.17E-02,0.284984362,NA,0.739234081,NA
BUD13,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.18E-02,0.502735583,NA,NA,NA
ASIC2,Stem-cell-iPSC,BP,sQTL,Inverse variance weighted,7.389,1.18E-02,0.256914594,NA,0.289069432,NA
FBXO40,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.18E-02,0.024438073,NA,NA,NA
SEMA5B,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.18E-02,0.606149601,NA,NA,NA
CCL28,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.19E-02,0.372398867,NA,NA,NA
RARB,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.20E-02,0.001175628,NA,NA,NA
UTS2B,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.20E-02,0.70089158,NA,NA,NA
TXNL1,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.20E-02,0.414434126,NA,NA,NA
AKAP6,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.20E-02,0.163205354,NA,NA,NA
RNU7-183P,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.20E-02,0.128262381,NA,NA,NA
FAM227A,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.20E-02,0.008039336,NA,NA,NA
SVIL,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.21E-02,0.470796967,NA,NA,NA
CDH13,Stem-cell-iPSC,BP,sQTL,Weighted median,20.086,1.21E-02,0.123314097,0.027508474,0.057195249,0.745949774
ZDHHC20-IT1,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.21E-02,0.906894159,NA,NA,NA
GAPDHP28,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.21E-02,0.214223388,NA,NA,NA
LINC01104,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.21E-02,0.983380269,NA,NA,NA
PTPRQ,Stem-cell-iPSC,BP,sQTL,Inverse variance weighted,7.389,1.21E-02,0.749566807,NA,0.921717736,NA
CD36,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.22E-02,0.877014255,NA,NA,NA
LMO4,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.22E-02,0.664935177,NA,NA,NA
CREB5,Stem-cell-iPSC,BP,sQTL,Inverse variance weighted,7.389,1.22E-02,0.065651454,NA,0.8958544,NA
VCAN,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.23E-02,0.332004916,NA,NA,NA
TPO,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.23E-02,0.05811261,NA,NA,NA
PDHX,Stem-cell-iPSC,BP,sQTL,Inverse variance weighted,7.389,1.23E-02,0.980189006,NA,0.653326769,NA
PNPT1,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.23E-02,0.292517862,NA,NA,NA
AOAH,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.23E-02,0.591448703,NA,NA,NA
FAT3,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.23E-02,0.20167987,NA,NA,NA
LINC00698,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.23E-02,0.196372775,NA,NA,NA
OR4D5,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.23E-02,0.438562784,NA,NA,NA
EVA1C,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.23E-02,0.602026272,NA,NA,NA
CHMP7,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.24E-02,0.870206607,NA,NA,NA
CDK14,Stem-cell-iPSC,BP,sQTL,Inverse variance weighted,20.086,1.24E-02,0.442499698,0.208198564,0.372290599,0.706034432
RPSAP74,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.24E-02,0.702634579,NA,NA,NA
MIR548XHG,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.24E-02,0.237738551,NA,NA,NA
ROR2,Stem-cell-iPSC,BP,sQTL,Inverse variance weighted,7.389,1.25E-02,0.363452932,NA,0.968057568,NA
INADL,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.25E-02,0.532111096,NA,NA,NA
GALC,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.25E-02,0.445697518,NA,NA,NA
DBP1,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.25E-02,0.784053407,NA,NA,NA
CPS1,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.25E-02,0.012776466,NA,NA,NA
PRRC2C,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.25E-02,0.029302892,NA,NA,NA
CACUL1,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.25E-02,0.317507094,NA,NA,NA
RIN2,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.25E-02,0.372398867,NA,NA,NA
TACC2,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.26E-02,0.438562784,NA,NA,NA
RHBDD1,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.26E-02,0.82487048,NA,NA,NA
FOXF2,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.26E-02,0.531197332,NA,NA,NA
MTCO1P43,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.26E-02,0.731593971,NA,NA,NA
UGT2B7,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.27E-02,0.077740958,NA,NA,NA
C10orf35,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.27E-02,0.609491942,NA,NA,NA
CDH18,Stem-cell-iPSC,BP,sQTL,Inverse variance weighted,7.389,1.27E-02,0.900951418,NA,0.473431284,NA
SMYD1,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.27E-02,0.35990348,NA,NA,NA
SMYD3,Stem-cell-iPSC,BP,sQTL,Inverse variance weighted,7.389,1.28E-02,0.530239048,NA,0.427352753,NA
NRCAM,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.28E-02,0.043290041,NA,NA,NA
FAM174B,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.28E-02,0.613487203,NA,NA,NA
NAALADL2,Stem-cell-iPSC,BP,sQTL,Inverse variance weighted,20.086,1.28E-02,0.776419284,0.708194747,0.559173776,0.496458284
CTNNA3,Stem-cell-iPSC,BP,sQTL,Inverse variance weighted,7.389,1.28E-02,0.847616812,NA,0.718272742,NA
CNTN3,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.28E-02,0.327135482,NA,NA,NA
RPTOR,Stem-cell-iPSC,BP,sQTL,Inverse variance weighted,7.389,1.28E-02,0.006277952,NA,0.35708942,NA
FAM155A,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.29E-02,0.668324075,NA,NA,NA
RN7SKP122,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.29E-02,0.00848639,NA,NA,NA
CD14,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.29E-02,0.17729315,NA,NA,NA
ABCC9,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.29E-02,0.925341244,NA,NA,NA
MIER2,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.29E-02,0.638835781,NA,NA,NA
KIAA1217,Stem-cell-iPSC,BP,sQTL,Inverse variance weighted,7.389,1.29E-02,0.858974251,NA,0.647899647,NA
LCP1,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.29E-02,0.33315274,NA,NA,NA
GLI3,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.29E-02,0.181307693,NA,NA,NA
PCA3,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.30E-02,0.11824429,NA,NA,NA
SLC24A3,Stem-cell-iPSC,BP,sQTL,Inverse variance weighted,7.389,1.30E-02,0.867662208,NA,0.183260394,NA
KRT18P17,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.30E-02,0.205508083,NA,NA,NA
UGGT1,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.30E-02,0.462678002,NA,NA,NA
TCP11L1,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.30E-02,0.164794516,NA,NA,NA
TENM4,Stem-cell-iPSC,BP,sQTL,Weighted median,20.086,1.30E-02,0.178352416,0.026008375,0.082232389,0.942287027
DDX10,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.30E-02,0.598831036,NA,NA,NA
OR1M4P,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.30E-02,0.910580247,NA,NA,NA
SDCBP,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.30E-02,0.912361359,NA,NA,NA
SLC30A10,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.30E-02,0.153682513,NA,NA,NA
CSN3,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.30E-02,0.009598169,NA,NA,NA
CRYL1,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.30E-02,0.287780349,NA,NA,NA
JAKMIP3,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.31E-02,0.362754409,NA,NA,NA
TNIK,Stem-cell-iPSC,BP,sQTL,Inverse variance weighted,7.389,1.31E-02,0.019597336,NA,0.919097236,NA
SEMA3C,Stem-cell-iPSC,BP,sQTL,Inverse variance weighted,7.389,1.31E-02,0.840818918,NA,0.860922705,NA
HSF2BP,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.31E-02,0.605854764,NA,NA,NA
LINC01483,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.31E-02,0.349262542,NA,NA,NA
TMEM108,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.31E-02,0.00177658,NA,NA,NA
MIR548AE1,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.31E-02,0.10423536,NA,NA,NA
YEATS4,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.31E-02,0.004071505,NA,NA,NA
LINC01260,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.32E-02,0.573450598,NA,NA,NA
C4orf51,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.32E-02,0.841331799,NA,NA,NA
POLE4,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.32E-02,0.901402316,NA,NA,NA
PDE3A,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.32E-02,0.092704419,NA,NA,NA
CIZ1,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.32E-02,0.103917544,NA,NA,NA
MIR5702,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.32E-02,0.241903293,NA,NA,NA
MIR1275,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.33E-02,0.014505577,NA,NA,NA
SRPRB,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.33E-02,0.873121916,NA,NA,NA
ICE2P2,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.33E-02,0.123156171,NA,NA,NA
OPN3,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.33E-02,0.381314241,NA,NA,NA
RPL21P47,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.33E-02,0.914904095,NA,NA,NA
SEPT2P1,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.33E-02,0.054802229,NA,NA,NA
TENM2,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.34E-02,0.628755242,NA,NA,NA
LINC01448,Stem-cell-iPSC,BP,sQTL,Inverse variance weighted,7.389,1.34E-02,0.052578396,NA,0.916306744,NA
FHL5,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.34E-02,0.838269701,NA,NA,NA
DNMBP,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.34E-02,0.156667614,NA,NA,NA
ZNF619P1,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.34E-02,0.991511602,NA,NA,NA
POM121L13P,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.34E-02,0.808914009,NA,NA,NA
DDC,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.34E-02,0.518965386,NA,NA,NA
FSTL4,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.34E-02,0.493611273,NA,NA,NA
TBC1D1,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.34E-02,0.413747867,NA,NA,NA
PRSS37,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.34E-02,0.547386997,NA,NA,NA
MRO,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.34E-02,0.435853632,NA,NA,NA
CHST9,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.35E-02,0.109481581,NA,NA,NA
PPM1H,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.35E-02,0.685809074,NA,NA,NA
LINC00929,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.35E-02,0.25804752,NA,NA,NA
MIR4500HG,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.35E-02,0.086777251,NA,NA,NA
SYNE3,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.35E-02,0.278420553,NA,NA,NA
PDZD2,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.35E-02,0.893317326,NA,NA,NA
PRNP,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.35E-02,0.358406169,NA,NA,NA
TRIB2,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.36E-02,0.431313464,NA,NA,NA
SDHB,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.36E-02,0.011328972,NA,NA,NA
AK9,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.36E-02,0.404543406,NA,NA,NA
TPT1-AS1,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.36E-02,0.717240805,NA,NA,NA
LPAR3,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.36E-02,0.44680229,NA,NA,NA
CNN3,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.36E-02,0.54877337,NA,NA,NA
PREX2,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.36E-02,0.757352833,NA,NA,NA
TACC3,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.36E-02,0.232475082,NA,NA,NA
MYO1C,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.37E-02,0.010048207,NA,NA,NA
COL26A1,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.37E-02,0.701307868,NA,NA,NA
ZNRF3,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.37E-02,0.992099887,NA,NA,NA
TTK,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.37E-02,0.751802052,NA,NA,NA
TRAM1L1,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.37E-02,0.360423603,NA,NA,NA
AOX1,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.37E-02,0.443980483,NA,NA,NA
RPL26P3,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.37E-02,0.669441018,NA,NA,NA
KLHL23,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.37E-02,0.114005013,NA,NA,NA
ICA1L,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.38E-02,0.062903224,NA,NA,NA
PSD3,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.38E-02,0.030407499,NA,NA,NA
NEDD4L,Stem-cell-iPSC,BP,sQTL,Inverse variance weighted,7.389,1.38E-02,0.438696333,NA,0.987208569,NA
BTBD11,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.38E-02,0.336571641,NA,NA,NA
LRRC4C,Stem-cell-iPSC,BP,sQTL,Inverse variance weighted,7.389,1.38E-02,0.050021934,NA,0.614713257,NA
EGFLAM,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.38E-02,0.530411341,NA,NA,NA
PRSS2,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.38E-02,0.926794903,NA,NA,NA
KRT19,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.38E-02,0.909761215,NA,NA,NA
NRXN1,Stem-cell-iPSC,BP,sQTL,Inverse variance weighted,7.389,1.38E-02,0.369690994,NA,0.852522904,NA
RNU4-43P,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.38E-02,0.690481576,NA,NA,NA
VIT,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.38E-02,0.202649675,NA,NA,NA
NHLRC2,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.38E-02,0.864949785,NA,NA,NA
PRKCA,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.38E-02,0.001648332,NA,NA,NA
MGST2,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.39E-02,0.744567323,NA,NA,NA
GPC6-AS2,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.39E-02,0.317460625,NA,NA,NA
RPS4XP7,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.39E-02,0.069382514,NA,NA,NA
LINC00540,Stem-cell-iPSC,BP,sQTL,Inverse variance weighted,20.086,1.39E-02,0.008344037,0.608018606,0.698648915,0.622487798
HMGB3P16,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.39E-02,0.984041777,NA,NA,NA
TPP2,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.39E-02,8.70E-05,NA,NA,NA
WAC,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.39E-02,0.525793208,NA,NA,NA
LINC00376,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.39E-02,0.144115968,NA,NA,NA
MAEL,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.39E-02,0.336767014,NA,NA,NA
SLC12A8,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.39E-02,0.628469026,NA,NA,NA
KCNK2,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.39E-02,0.219502635,NA,NA,NA
LINC01163,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.40E-02,0.205569222,NA,NA,NA
FLT4,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.40E-02,0.08953845,NA,NA,NA
WRN,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.40E-02,0.353472697,NA,NA,NA
PPP3CC,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.40E-02,0.073932016,NA,NA,NA
EEF1A1P27,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.40E-02,0.044414528,NA,NA,NA
TSPAN13,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.40E-02,0.755231672,NA,NA,NA
TRAPPC9,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.40E-02,0.888582488,NA,NA,NA
SCHIP1,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.40E-02,0.584380547,NA,NA,NA
LINC00886,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.40E-02,0.706353062,NA,NA,NA
PRPH2,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.40E-02,0.675160141,NA,NA,NA
RPL4P5,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.40E-02,0.168061267,NA,NA,NA
HMGA1P7,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.40E-02,0.866145945,NA,NA,NA
PRKAG2,Stem-cell-iPSC,BP,sQTL,Wald ratio,2.718,1.40E-02,0.967435814,NA,NA,NA
