Gene,Cell,Psychiatry,Method,Nsnp,OR,Pvalue,Q_Pvalue(MREgger),Q_Pvalue(IVW),Pvalue(Intercept),PPH4
BTN3A2,Lymphocyte,BP,Wald ratio,1,1.078,4.77E-10,NA,NA,NA,0.999999368
NT5DC2,Lymphocyte,BP,Wald ratio,1,1.124,1.25E-09,NA,NA,NA,0.999988131
RNU6-131P,Lymphocyte,BP,Wald ratio,1,0.936,2.40E-08,NA,NA,NA,0.993137474
PLEC,Lymphocyte,BP,Wald ratio,1,1.089,2.82E-07,NA,NA,NA,0.999352429
ZKSCAN8,Lymphocyte,BP,Wald ratio,1,0.942,3.14E-07,NA,NA,NA,0.999606196
UBE2E3,Lymphocyte,BP,Wald ratio,1,1.066,9.84E-07,NA,NA,NA,0.998765809
C15orf53,Lymphocyte,BP,Wald ratio,1,0.909,1.72E-06,NA,NA,NA,0.997203577
PPP1R13B,Lymphocyte,BP,Wald ratio,1,0.93,9.60E-06,NA,NA,NA,0.98764522
NAA40,Lymphocyte,BP,Wald ratio,1,0.966,1.12E-05,NA,NA,NA,0.029306487
RP11-473I1.6,Lymphocyte,BP,Wald ratio,1,1.066,1.13E-05,NA,NA,NA,0.086804915
CCS,Lymphocyte,BP,Wald ratio,1,1.022,2.75E-05,NA,NA,NA,0.034440898
FKBP2,Lymphocyte,BP,Wald ratio,1,1.043,6.33E-05,NA,NA,NA,0.92199985
ZPBP2,Lymphocyte,BP,Wald ratio,1,0.951,1.03E-04,NA,NA,NA,0.886308702
NDUFS5,Lymphocyte,BP,Wald ratio,1,1.091,5.29E-04,NA,NA,NA,0.67151799
RPIAP1,Lymphocyte,BP,Wald ratio,1,1.044,5.70E-04,NA,NA,NA,0.000186596
ADAMTSL3,Lymphocyte,BP,Wald ratio,1,0.96,7.01E-04,NA,NA,NA,0.047778014
PGAP3,Lymphocyte,BP,Wald ratio,1,0.953,8.58E-04,NA,NA,NA,0.557626376
ANKRD44,Lymphocyte,BP,Wald ratio,1,1.062,1.07E-03,NA,NA,NA,0.496580362
HLA-DQB1,Lymphocyte,BP,Wald ratio,1,1.032,1.21E-03,NA,NA,NA,0.493987129
ALG8,Lymphocyte,BP,Wald ratio,1,0.971,1.22E-03,NA,NA,NA,0.457118271
PPP4R2,Lymphocyte,BP,Wald ratio,1,1.059,1.59E-03,NA,NA,NA,0.396922571
AC064834.2,Lymphocyte,BP,Wald ratio,1,0.953,1.98E-03,NA,NA,NA,0.100361381
AC074286.1,Lymphocyte,BP,Wald ratio,1,0.945,2.28E-03,NA,NA,NA,9.68E-05
RALB,Lymphocyte,BP,Wald ratio,1,1.024,2.30E-03,NA,NA,NA,0.181898087
YEATS4,Lymphocyte,BP,Wald ratio,1,1.057,3.00E-03,NA,NA,NA,0.273028053
DNM3,Lymphocyte,BP,Wald ratio,1,1.061,3.10E-03,NA,NA,NA,0.000131352
UTP18,Lymphocyte,BP,Wald ratio,1,0.969,3.21E-03,NA,NA,NA,0.179702134
HSPA4,Lymphocyte,BP,Wald ratio,1,1.037,4.13E-03,NA,NA,NA,0.168525349
MYO5A,Lymphocyte,BP,Wald ratio,1,1.034,4.13E-03,NA,NA,NA,0.277381034
SH3PXD2A,Lymphocyte,BP,Wald ratio,1,0.963,4.82E-03,NA,NA,NA,0.198214373
KLC1,Lymphocyte,BP,Wald ratio,1,1.031,5.36E-03,NA,NA,NA,0.195633656
RBM33,Lymphocyte,BP,Wald ratio,1,0.972,5.44E-03,NA,NA,NA,0.216839894
ELP3,Lymphocyte,BP,Wald ratio,1,1.029,5.53E-03,NA,NA,NA,0.000967532
TRIM38,Lymphocyte,BP,Wald ratio,1,1.044,6.20E-03,NA,NA,NA,0.008202477
PTGIR,Lymphocyte,BP,Wald ratio,1,1.057,6.97E-03,NA,NA,NA,0.153316887
USP10,Lymphocyte,BP,Wald ratio,1,0.974,7.01E-03,NA,NA,NA,2.09E-05
TMPRSS9,Lymphocyte,BP,Wald ratio,1,0.982,1.05E-02,NA,NA,NA,0.001000568
AGO3,Lymphocyte,BP,Wald ratio,1,1.026,1.13E-02,NA,NA,NA,0.01779113
CLASP1,Lymphocyte,BP,Wald ratio,1,1.027,1.14E-02,NA,NA,NA,0.001660019
AK3,Lymphocyte,BP,Wald ratio,1,0.968,1.15E-02,NA,NA,NA,0.106431299
RN7SKP122,Lymphocyte,BP,Wald ratio,1,0.951,1.17E-02,NA,NA,NA,1.48E-05
MKRN2,Lymphocyte,BP,Wald ratio,1,0.964,1.36E-02,NA,NA,NA,0.017904897
GFOD1,Lymphocyte,BP,Wald ratio,1,0.955,1.36E-02,NA,NA,NA,0.077497357
PGS1,Lymphocyte,BP,Wald ratio,1,0.917,1.47E-02,NA,NA,NA,0.044994588
ATF7IP,Lymphocyte,BP,Wald ratio,1,1.052,1.67E-02,NA,NA,NA,0.071705006
CTNNBP1,Lymphocyte,BP,Wald ratio,1,1.022,1.72E-02,NA,NA,NA,0.000480344
RP1-90J20.11,Lymphocyte,BP,Wald ratio,1,0.977,1.84E-02,NA,NA,NA,0.072615948
FBXO10,Lymphocyte,BP,Wald ratio,1,1.032,1.84E-02,NA,NA,NA,0.018044288
ADK,Lymphocyte,BP,Wald ratio,1,1.009,1.93E-02,NA,NA,NA,0.048451499
RRP12,Lymphocyte,BP,Wald ratio,1,0.959,1.98E-02,NA,NA,NA,0.06714668
NUP205,Lymphocyte,BP,Wald ratio,1,1.02,2.11E-02,NA,NA,NA,2.42E-05
DTX3L,Lymphocyte,BP,Wald ratio,1,0.962,2.26E-02,NA,NA,NA,0.070618103
SGSM2,Lymphocyte,BP,Wald ratio,1,0.963,2.61E-02,NA,NA,NA,0.01283201
DOCK8,Lymphocyte,BP,Wald ratio,1,0.983,2.67E-02,NA,NA,NA,0.000695
FMNL2,Lymphocyte,BP,Wald ratio,1,1.026,2.71E-02,NA,NA,NA,0.004993232
TRIM14,Lymphocyte,BP,Wald ratio,1,1.024,2.78E-02,NA,NA,NA,0.057818953
ZDHHC14,Lymphocyte,BP,Wald ratio,1,1.033,2.78E-02,NA,NA,NA,0.045430669
RP11-179A10.1,Lymphocyte,BP,Wald ratio,1,0.979,2.82E-02,NA,NA,NA,0.011881308
VAC14,Lymphocyte,BP,Wald ratio,1,0.978,2.99E-02,NA,NA,NA,0.059758044
SUZ12P,Lymphocyte,BP,Wald ratio,1,1.028,3.03E-02,NA,NA,NA,0.000590951
ARSB,Lymphocyte,BP,Wald ratio,1,0.969,3.05E-02,NA,NA,NA,0.001036969
IRAK2,Lymphocyte,BP,Wald ratio,1,1.015,3.24E-02,NA,NA,NA,0.049377656
VPS13C,Lymphocyte,BP,Wald ratio,1,1.032,3.25E-02,NA,NA,NA,0.043833063
RAP1GAP2,Lymphocyte,BP,Wald ratio,1,0.965,3.40E-02,NA,NA,NA,0.00686842
MSH6,Lymphocyte,BP,Wald ratio,1,1.031,3.56E-02,NA,NA,NA,0.046833472
KIFAP3,Lymphocyte,BP,Wald ratio,1,1.034,3.57E-02,NA,NA,NA,0.001642811
TCEB1P28,Lymphocyte,BP,Wald ratio,1,1.043,3.59E-02,NA,NA,NA,0.007977825
DST,Lymphocyte,BP,Wald ratio,1,0.97,3.90E-02,NA,NA,NA,6.70E-06
MGAT5,Lymphocyte,BP,Wald ratio,1,1.017,3.92E-02,NA,NA,NA,0.000298229
NEDD9,Lymphocyte,BP,Wald ratio,1,0.981,3.92E-02,NA,NA,NA,0.007373532
RAB15,Lymphocyte,BP,Wald ratio,1,1.05,4.03E-02,NA,NA,NA,0.004273973
PYROXD2,Lymphocyte,BP,Wald ratio,1,0.96,4.06E-02,NA,NA,NA,0.006314858
RP11-44F21.4,Lymphocyte,BP,Wald ratio,1,0.977,4.08E-02,NA,NA,NA,1.46E-05
GLYAT,Lymphocyte,BP,Wald ratio,1,0.983,4.11E-02,NA,NA,NA,0.036607462
JADE2,Lymphocyte,BP,Wald ratio,1,1.019,4.22E-02,NA,NA,NA,0.00324334
SH3RF3,Lymphocyte,BP,Wald ratio,1,0.976,4.25E-02,NA,NA,NA,0.000619971
PREX1,Lymphocyte,BP,Wald ratio,1,0.964,4.33E-02,NA,NA,NA,0.029016445
CHI3L2,Lymphocyte,BP,Wald ratio,1,1.019,4.44E-02,NA,NA,NA,3.90E-06
LINC00243,Lymphocyte,BP,Wald ratio,1,1.045,4.47E-02,NA,NA,NA,0.010117664
LRRK2,Lymphocyte,BP,Wald ratio,1,1.04,4.55E-02,NA,NA,NA,0.008500454
C1orf100,Lymphocyte,BP,Wald ratio,1,0.989,4.65E-02,NA,NA,NA,0.034271732
DMXL2,Lymphocyte,BP,Wald ratio,1,0.983,4.67E-02,NA,NA,NA,0.010244395
INTS8,Lymphocyte,BP,Wald ratio,1,0.953,4.73E-02,NA,NA,NA,0.017029482
SV2C,Lymphocyte,BP,Wald ratio,1,1.045,4.95E-02,NA,NA,NA,0.01816903
ZNF83,Lymphocyte,BP,Wald ratio,1,1.052,5.08E-02,NA,NA,NA,0.015218869
BCAT1,Lymphocyte,BP,Wald ratio,1,0.982,5.15E-02,NA,NA,NA,0.042290451
SERINC4,Lymphocyte,BP,Wald ratio,1,0.977,5.47E-02,NA,NA,NA,0.003486414
NAPSA,Lymphocyte,BP,Wald ratio,1,1.029,5.50E-02,NA,NA,NA,0.002208781
RP11-642P15.1,Lymphocyte,BP,Wald ratio,1,1.039,5.62E-02,NA,NA,NA,0.029546803
SNX29,Lymphocyte,BP,Inverse variance weighted,2,0.983,5.62E-02,NA,0.945509898,NA,8.71E-06
BIK,Lymphocyte,BP,Wald ratio,1,1.021,5.91E-02,NA,NA,NA,0.00169609
CTD-2247C11.1,Lymphocyte,BP,Wald ratio,1,1.039,5.97E-02,NA,NA,NA,0.077018671
GSDMD,Lymphocyte,BP,Wald ratio,1,0.982,6.08E-02,NA,NA,NA,0.007190262
RP11-693J15.3,Lymphocyte,BP,Wald ratio,1,1.014,6.13E-02,NA,NA,NA,0.025947727
CTA-126B4.7,Lymphocyte,BP,Wald ratio,1,1.019,6.22E-02,NA,NA,NA,0.030426444
OXNAD1,Lymphocyte,BP,Wald ratio,1,1.01,6.27E-02,NA,NA,NA,0.000552102
TRIM47,Lymphocyte,BP,Wald ratio,1,1.016,6.43E-02,NA,NA,NA,0.030795434
ZDHHC7,Lymphocyte,BP,Wald ratio,1,0.986,6.50E-02,NA,NA,NA,0.018269577
TRAF3IP2,Lymphocyte,BP,Wald ratio,1,1.018,6.65E-02,NA,NA,NA,0.000248215
CTD-3094K11.1,Lymphocyte,BP,Wald ratio,1,0.985,6.65E-02,NA,NA,NA,0.005214778
ARHGAP22,Lymphocyte,BP,Wald ratio,1,1.017,6.73E-02,NA,NA,NA,0.001348049
ENPP7,Lymphocyte,BP,Wald ratio,1,0.99,6.82E-02,NA,NA,NA,0.026054886
CCDC36,Lymphocyte,BP,Wald ratio,1,1.018,6.90E-02,NA,NA,NA,0.021052734
TRIO,Lymphocyte,BP,Wald ratio,1,0.974,7.12E-02,NA,NA,NA,0.026143659
RBFOX3,Lymphocyte,BP,Wald ratio,1,1.015,7.16E-02,NA,NA,NA,0.025998317
RBM47,Lymphocyte,BP,Wald ratio,1,0.982,7.17E-02,NA,NA,NA,7.16E-05
DENND1A,Lymphocyte,BP,Wald ratio,1,1.019,7.32E-02,NA,NA,NA,0.003658368
TRMT12,Lymphocyte,BP,Wald ratio,1,1.038,7.41E-02,NA,NA,NA,0.00928237
AC079630.2,Lymphocyte,BP,Wald ratio,1,0.98,7.43E-02,NA,NA,NA,0.024306384
PM20D2,Lymphocyte,BP,Wald ratio,1,0.985,7.72E-02,NA,NA,NA,5.39E-05
PKHD1L1,Lymphocyte,BP,Wald ratio,1,1.018,7.80E-02,NA,NA,NA,0.008731206
AKAP13,Lymphocyte,BP,Wald ratio,1,1.016,8.10E-02,NA,NA,NA,0.005869613
INSIG2,Lymphocyte,BP,Wald ratio,1,1.023,8.33E-02,NA,NA,NA,0.001689578
CAMK1D,Lymphocyte,BP,Wald ratio,1,1.023,8.52E-02,NA,NA,NA,0.008554648
DPCD,Lymphocyte,BP,Wald ratio,1,1.02,8.73E-02,NA,NA,NA,0.009908352
KCNN4,Lymphocyte,BP,Wald ratio,1,0.971,8.90E-02,NA,NA,NA,0.018897988
GPR146,Lymphocyte,BP,Wald ratio,1,1.049,9.25E-02,NA,NA,NA,0.025670612
CLC,Lymphocyte,BP,Wald ratio,1,1.02,9.28E-02,NA,NA,NA,0.000365522
TAF1D,Lymphocyte,BP,Wald ratio,1,1.014,9.28E-02,NA,NA,NA,0.019315282
NARF,Lymphocyte,BP,Wald ratio,1,0.976,9.36E-02,NA,NA,NA,0.019681052
WDR18,Lymphocyte,BP,Wald ratio,1,1.035,9.55E-02,NA,NA,NA,0.019961661
TTLL11,Lymphocyte,BP,Wald ratio,1,1.027,9.62E-02,NA,NA,NA,0.014642612
SAMD3,Lymphocyte,BP,Wald ratio,1,1.006,9.75E-02,NA,NA,NA,0.02076544
ANKH,Lymphocyte,BP,Wald ratio,1,1.009,9.78E-02,NA,NA,NA,0.000385715
AGMAT,Lymphocyte,BP,Wald ratio,1,1.031,9.83E-02,NA,NA,NA,0.018200573
RP11-431M7.2,Lymphocyte,BP,Wald ratio,1,0.964,9.84E-02,NA,NA,NA,0.010717322
LINC00211,Lymphocyte,BP,Wald ratio,1,1.02,9.92E-02,NA,NA,NA,0.004142963
CIZ1,Lymphocyte,BP,Wald ratio,1,1.024,9.96E-02,NA,NA,NA,0.001408514
TUBB6,Lymphocyte,BP,Wald ratio,1,0.975,1.00E-01,NA,NA,NA,0.000588756
BCAS4,Lymphocyte,BP,Wald ratio,1,0.975,1.00E-01,NA,NA,NA,0.000565177
KNTC1,Lymphocyte,BP,Wald ratio,1,1.014,1.00E-01,NA,NA,NA,0.003650216
DNMBP,Lymphocyte,BP,Wald ratio,1,1.024,1.04E-01,NA,NA,NA,0.003286559
CTA-217C2.1,Lymphocyte,BP,Wald ratio,1,1.022,1.05E-01,NA,NA,NA,0.002543257
AC006534.1,Lymphocyte,BP,Wald ratio,1,0.986,1.07E-01,NA,NA,NA,3.39E-06
GPHN,Lymphocyte,BP,Wald ratio,1,1.015,1.07E-01,NA,NA,NA,5.01E-06
PMS2CL,Lymphocyte,BP,Wald ratio,1,0.974,1.08E-01,NA,NA,NA,0.001424348
SLFN5,Lymphocyte,BP,Wald ratio,1,0.99,1.09E-01,NA,NA,NA,0.016438437
CRELD2,Lymphocyte,BP,Wald ratio,1,0.981,1.11E-01,NA,NA,NA,0.019408134
FCRLA,Lymphocyte,BP,Wald ratio,1,1.031,1.12E-01,NA,NA,NA,0.016741773
TMTC4,Lymphocyte,BP,Wald ratio,1,1.022,1.13E-01,NA,NA,NA,0.017319012
MTFR1,Lymphocyte,BP,Wald ratio,1,0.967,1.14E-01,NA,NA,NA,0.017368097
MFSD6,Lymphocyte,BP,Wald ratio,1,1.031,1.21E-01,NA,NA,NA,0.017416483
DND1P1,Lymphocyte,BP,Wald ratio,1,0.985,1.21E-01,NA,NA,NA,0.01825989
ANKRD12,Lymphocyte,BP,Wald ratio,1,1.024,1.21E-01,NA,NA,NA,0.012810692
KCNQ1,Lymphocyte,BP,Wald ratio,1,0.973,1.24E-01,NA,NA,NA,0.002315198
MIR550A2,Lymphocyte,BP,Wald ratio,1,0.989,1.30E-01,NA,NA,NA,0.019526171
BCAS1,Lymphocyte,BP,Wald ratio,1,1.032,1.32E-01,NA,NA,NA,0.014474231
BCL2L10,Lymphocyte,BP,Wald ratio,1,0.978,1.33E-01,NA,NA,NA,3.07E-06
DTD1,Lymphocyte,BP,Wald ratio,1,0.982,1.34E-01,NA,NA,NA,0.004062902
CNDP2,Lymphocyte,BP,Wald ratio,1,0.971,1.34E-01,NA,NA,NA,0.016277295
STK33,Lymphocyte,BP,Wald ratio,1,1.016,1.34E-01,NA,NA,NA,8.81E-05
CLEC16A,Lymphocyte,BP,Wald ratio,1,1.021,1.35E-01,NA,NA,NA,0.011030458
NIPAL2,Lymphocyte,BP,Wald ratio,1,1.015,1.36E-01,NA,NA,NA,0.00045696
SYNGR1,Lymphocyte,BP,Wald ratio,1,1.014,1.36E-01,NA,NA,NA,0.012387845
TTN,Lymphocyte,BP,Wald ratio,1,0.977,1.38E-01,NA,NA,NA,0.001285749
B4GALT1,Lymphocyte,BP,Wald ratio,1,1.019,1.39E-01,NA,NA,NA,0.014670954
EIF2AK1,Lymphocyte,BP,Wald ratio,1,0.977,1.40E-01,NA,NA,NA,0.014108355
SLC7A7,Lymphocyte,BP,Wald ratio,1,1.015,1.42E-01,NA,NA,NA,0.014171193
MCOLN2,Lymphocyte,BP,Wald ratio,1,1.018,1.42E-01,NA,NA,NA,0.013890989
SAA1,Lymphocyte,BP,Wald ratio,1,0.979,1.43E-01,NA,NA,NA,3.89E-06
CACNA1E,Lymphocyte,BP,Wald ratio,1,0.992,1.45E-01,NA,NA,NA,0.013665299
NCK2,Lymphocyte,BP,Wald ratio,1,0.973,1.55E-01,NA,NA,NA,0.009852222
BRF1,Lymphocyte,BP,Wald ratio,1,0.981,1.60E-01,NA,NA,NA,0.014617294
MLPH,Lymphocyte,BP,Wald ratio,1,0.983,1.60E-01,NA,NA,NA,0.012156282
RP11-982M15.8,Lymphocyte,BP,Wald ratio,1,0.981,1.62E-01,NA,NA,NA,0.001772499
LAMA5,Lymphocyte,BP,Wald ratio,1,0.983,1.63E-01,NA,NA,NA,0.000698228
PRM1,Lymphocyte,BP,Wald ratio,1,1.018,1.63E-01,NA,NA,NA,4.27E-06
C9orf69,Lymphocyte,BP,Wald ratio,1,0.966,1.65E-01,NA,NA,NA,0.008555438
