Gene,Cell,Psychiatry,Method,Nsnp,OR,Pvalue,Q_Pvalue(MREgger),Q_Pvalue(IVW),Pvalue(Intercept),PPH4
GNL3,Stem-cell-iPSC,BP,Wald ratio,1,1.16,3.62E-13,NA,NA,NA,0.999916011
ACTN3,Stem-cell-iPSC,BP,Wald ratio,1,1.052,6.52E-08,NA,NA,NA,0.999899793
CD40,Stem-cell-iPSC,BP,Wald ratio,1,1.075,6.63E-07,NA,NA,NA,0.998842482
MAPK3,Stem-cell-iPSC,BP,Wald ratio,1,0.934,1.82E-05,NA,NA,NA,0.978996873
ORMDL3,Stem-cell-iPSC,BP,Wald ratio,1,1.074,1.05E-04,NA,NA,NA,0.059847524
KIAA1524,Stem-cell-iPSC,BP,Wald ratio,1,0.905,3.31E-04,NA,NA,NA,0.189463579
ATIC,Stem-cell-iPSC,BP,Wald ratio,1,0.952,3.53E-04,NA,NA,NA,0.749704876
SRR,Stem-cell-iPSC,BP,Wald ratio,1,1.056,1.01E-03,NA,NA,NA,0.501668932
MAVS,Stem-cell-iPSC,BP,Wald ratio,1,0.938,1.38E-03,NA,NA,NA,0.402491508
NSUN2,Stem-cell-iPSC,BP,Wald ratio,1,0.922,1.55E-03,NA,NA,NA,0.361883451
GOSR1,Stem-cell-iPSC,BP,Wald ratio,1,0.928,2.79E-03,NA,NA,NA,0.059208316
CUL4A,Stem-cell-iPSC,BP,Wald ratio,1,1.064,3.12E-03,NA,NA,NA,0.142415076
TBRG4,Stem-cell-iPSC,BP,Wald ratio,1,0.915,3.23E-03,NA,NA,NA,0.124388836
KDR,Stem-cell-iPSC,BP,Wald ratio,1,0.932,3.37E-03,NA,NA,NA,0.027578273
EARS2,Stem-cell-iPSC,BP,Wald ratio,1,0.949,3.40E-03,NA,NA,NA,0.079166254
TGFB1I1,Stem-cell-iPSC,BP,Wald ratio,1,1.056,4.58E-03,NA,NA,NA,0.189391079
WNK2,Stem-cell-iPSC,BP,Wald ratio,1,0.934,5.07E-03,NA,NA,NA,0.252763746
VRK2,Stem-cell-iPSC,BP,Wald ratio,1,1.052,5.63E-03,NA,NA,NA,0.178455418
ARID3B,Stem-cell-iPSC,BP,Wald ratio,1,1.042,8.09E-03,NA,NA,NA,0.189109995
CHMP2B,Stem-cell-iPSC,BP,Wald ratio,1,0.929,8.50E-03,NA,NA,NA,0.029088808
C9orf64,Stem-cell-iPSC,BP,Wald ratio,1,0.961,8.86E-03,NA,NA,NA,0.029914473
MLH1,Stem-cell-iPSC,BP,Wald ratio,1,1.07,8.96E-03,NA,NA,NA,0.005643356
VAMP4,Stem-cell-iPSC,BP,Wald ratio,1,0.954,8.97E-03,NA,NA,NA,0.010835631
GGPS1,Stem-cell-iPSC,BP,Wald ratio,1,0.904,9.13E-03,NA,NA,NA,0.008010626
PAAF1,Stem-cell-iPSC,BP,Wald ratio,1,0.956,9.44E-03,NA,NA,NA,0.194868128
TRAPPC4,Stem-cell-iPSC,BP,Wald ratio,1,0.937,1.05E-02,NA,NA,NA,0.003604653
CENPU,Stem-cell-iPSC,BP,Wald ratio,1,0.965,1.06E-02,NA,NA,NA,0.115516987
PPP2R4,Stem-cell-iPSC,BP,Wald ratio,1,1.057,1.16E-02,NA,NA,NA,0.170925747
TAF6,Stem-cell-iPSC,BP,Wald ratio,1,1.064,1.24E-02,NA,NA,NA,0.011076765
SLC25A1,Stem-cell-iPSC,BP,Wald ratio,1,0.918,1.55E-02,NA,NA,NA,0.005957158
GSTZ1,Stem-cell-iPSC,BP,Wald ratio,1,1.021,1.60E-02,NA,NA,NA,0.082912642
MDH2,Stem-cell-iPSC,BP,Wald ratio,1,0.971,1.68E-02,NA,NA,NA,0.081207287
HBP1,Stem-cell-iPSC,BP,Wald ratio,1,0.961,1.73E-02,NA,NA,NA,0.004426121
ITSN2,Stem-cell-iPSC,BP,Wald ratio,1,1.053,1.82E-02,NA,NA,NA,0.002259749
CPS1,Stem-cell-iPSC,BP,Wald ratio,1,1.045,1.84E-02,NA,NA,NA,0.055659653
VWA5A,Stem-cell-iPSC,BP,Wald ratio,1,1.047,1.88E-02,NA,NA,NA,0.069806085
APOBEC3B,Stem-cell-iPSC,BP,Wald ratio,1,1.058,2.13E-02,NA,NA,NA,0.020155897
MGST3,Stem-cell-iPSC,BP,Wald ratio,1,1.056,2.19E-02,NA,NA,NA,0.027290796
FAHD1,Stem-cell-iPSC,BP,Wald ratio,1,1.035,2.36E-02,NA,NA,NA,0.073996245
CHMP1A,Stem-cell-iPSC,BP,Wald ratio,1,1.047,2.41E-02,NA,NA,NA,0.014604161
AIMP2,Stem-cell-iPSC,BP,Wald ratio,1,1.019,2.53E-02,NA,NA,NA,0.062305511
UCHL3,Stem-cell-iPSC,BP,Wald ratio,1,0.939,2.76E-02,NA,NA,NA,0.049045612
ATP8A1,Stem-cell-iPSC,BP,Wald ratio,1,0.952,2.92E-02,NA,NA,NA,0.000230772
TAMM41,Stem-cell-iPSC,BP,Wald ratio,1,1.031,3.19E-02,NA,NA,NA,0.045473573
DIRAS1,Stem-cell-iPSC,BP,Wald ratio,1,0.949,3.21E-02,NA,NA,NA,0.000353401
METTL18,Stem-cell-iPSC,BP,Wald ratio,1,0.969,3.28E-02,NA,NA,NA,0.066609044
COIL,Stem-cell-iPSC,BP,Wald ratio,1,0.94,3.54E-02,NA,NA,NA,0.00706279
HDDC3,Stem-cell-iPSC,BP,Wald ratio,1,0.963,3.54E-02,NA,NA,NA,0.023785799
CYB5R2,Stem-cell-iPSC,BP,Wald ratio,1,1.055,3.55E-02,NA,NA,NA,0.038429215
SMC2,Stem-cell-iPSC,BP,Wald ratio,1,0.972,3.80E-02,NA,NA,NA,0.038620791
DDX51,Stem-cell-iPSC,BP,Wald ratio,1,0.961,4.04E-02,NA,NA,NA,0.03391063
MCOLN2,Stem-cell-iPSC,BP,Wald ratio,1,0.973,4.06E-02,NA,NA,NA,0.000116056
IQGAP1,Stem-cell-iPSC,BP,Wald ratio,1,0.953,4.09E-02,NA,NA,NA,0.010158455
FHL3,Stem-cell-iPSC,BP,Wald ratio,1,0.959,4.55E-02,NA,NA,NA,0.033959387
NQO1,Stem-cell-iPSC,BP,Wald ratio,1,1.019,4.55E-02,NA,NA,NA,0.04176568
ITPA,Stem-cell-iPSC,BP,Wald ratio,1,1.026,4.55E-02,NA,NA,NA,0.043078062
NSF,Stem-cell-iPSC,BP,Wald ratio,1,0.954,4.55E-02,NA,NA,NA,0.011936424
NTPCR,Stem-cell-iPSC,BP,Wald ratio,1,1.03,4.70E-02,NA,NA,NA,0.04035613
CKAP4,Stem-cell-iPSC,BP,Wald ratio,1,0.943,4.77E-02,NA,NA,NA,0.002357298
CECR1,Stem-cell-iPSC,BP,Wald ratio,1,0.975,4.77E-02,NA,NA,NA,0.027259431
RAB5A,Stem-cell-iPSC,BP,Wald ratio,1,0.957,4.78E-02,NA,NA,NA,0.015875858
MSH6,Stem-cell-iPSC,BP,Wald ratio,1,0.982,4.78E-02,NA,NA,NA,5.04E-05
PRODH,Stem-cell-iPSC,BP,Wald ratio,1,0.968,4.88E-02,NA,NA,NA,0.034117563
MLYCD,Stem-cell-iPSC,BP,Wald ratio,1,1.047,5.18E-02,NA,NA,NA,0.004056793
MCCC1,Stem-cell-iPSC,BP,Wald ratio,1,1.038,5.29E-02,NA,NA,NA,0.002026364
HMGB1,Stem-cell-iPSC,BP,Wald ratio,1,1.059,5.37E-02,NA,NA,NA,0.00023636
ZRANB3,Stem-cell-iPSC,BP,Wald ratio,1,1.041,5.38E-02,NA,NA,NA,0.000928676
ENOSF1,Stem-cell-iPSC,BP,Wald ratio,1,0.966,5.67E-02,NA,NA,NA,0.020483256
HEATR3,Stem-cell-iPSC,BP,Wald ratio,1,0.982,5.68E-02,NA,NA,NA,0.031006281
GFM2,Stem-cell-iPSC,BP,Wald ratio,1,0.958,5.82E-02,NA,NA,NA,0.00115401
IWS1,Stem-cell-iPSC,BP,Wald ratio,1,1.054,5.93E-02,NA,NA,NA,0.000394262
LCLAT1,Stem-cell-iPSC,BP,Wald ratio,1,1.045,6.00E-02,NA,NA,NA,0.00470819
